Z3A6QU9xcFRPRmpyenBzR0ljaXFHN3A2d09WM0pIcWxKSUFQXzlKRm9ZM0NocjMtempzUG54MHFJUTIyT1g4MzhVOU13cFZneHNENTFHQWktaTRycVd3QUE	February 5, 2016	5	Figured out the issue with Nexus 6p there was a permissions update Zen USB icon on my watch in the application list I updated it and now everything works on my Nexus 6p back to five stars.
Z3A6QU9xcFRPSGpreU9MSzhFdThscXhWOThXLVBQcWVuSV9RZkRLWThuZXdzYmJ2bHlFc2VHQVM4OE82LUxKV0pxTTItZTNhbkNIWkw1dmY4eExKY0JqWXc	January 12, 2017	1	When I purchased igrill (and then the igrill mini), it was a great product until you came along and took it over. I find it appalling that you took a great product and ruined it with your privacy invasion and poor apps. You should be sued...
3A6QU9xcFRPRlQyMVhNZG1BWVVkZ0tzUGJDWHpNYkFxRmdaSmh2SFVodzlTaWw3bFFqWEM3Q25wN3ZLNHNBUHg2c3FEdlJDdERtVHRJREJpaGc3Q0RLOHFB	November 2, 2016	3	It does its job when it comes to spyware. Problem is... if you took its advice on privacy your phone would be nearly unusable.
Z3A6QU9xcFRPRTU1eEU2cy1Kb19XYkNjcFJTYm8wOXJHMHRhTElFQ25hck1MV2xTS1EycHN0SlFUSDVRV05rU2xiSV9jYUljNEk5QUZGRUVpRER5YUdQY3c	January 27, 2016	4	I love Voicemail To Text! It's the main reason i use Visual Voicemail. However, a super helpful function, for me, would be a box to mark as \save to contacts\ for each voicemail coming from a new number. I would gladly approve any new permissions necessary to make that happen so I don't have to go back and forth between Contacts and Visual Voicemail.
Z3A6QU9xcFRPR1M5U2dHN0s0QmtNVEgyUGNFSkFRcWs1bXZCT2NiakNDWkMtLXozRDJBS2F6U2hLUmdqNGVzLTgxT3ppSWdGb0Vmakp4SEdCX0E1enVCM2c	September 26, 2016	1	This app asks for 4 separate access permissions but if you deny any of them you can't use the app. Why is it required to record audio and have access to my photos and files in order to use this app? Allowing access to SMS and managing phone calls are all \I\ need. So if I want to have sms read to me I have to give access to \all files and photos\. It's shady that sms, files, and photos are bundled into one permission. Again If you don't \allow\  all permissions you can't use this application.
Z3A6QU9xcFRPRmlMX3ZsOENuN0pwclQ4WnlBZXBPbFgtdnVRazNkdHFaZjdSSXlNU0FHUFh4OENuOGZqUWhxMUtXRk1pSHF6V2gzMUVwTHp4NlhiMC1jd1E	September 6, 2016	5	I tell u you aren't making a mistake by downloading this.             PS.give all permissions for better use
3A6QU9xcFRPRmxfVGxzbnE1VDlNaG1Qc0I3V0U0b1lON0N1ZHRvWXNGV1IwMWg4MlVpZWQ5bTJjVGFLMHVKOVB6SDcwVnQ5blpDTWFDR2dVTXJCT0V4MXhJ	December 19, 2016	2	In order to activate the phone boost, it advises that it will track ALL your info- I.e. Your passwords, account info, just to name two. I refuse to activate it out of security and privacy concerns. They do provide a blip stating not to worry about the disclaimer. Really!?!? I am always concerned about my personal data.
3A6QU9xcFRPSDFJNHZ0Y0VqZUZtZlV1ZG11VkV6QXdXQ3VQbWdpNGFIazlrY1BjR1JObTZhRUNTOGNXV2ljUi1IM2ZzYnNLMFhrWDdzLUl4UUNYTzlEUzF3	March 22, 2016	1	I don't want to give permissions for my location, and the app keeps frantically asking me for them.
3A6QU9xcFRPR2VESktSaW5hN3YyMUUxR1k3a09rOEFfTjdOZm5sWTdOYnNrdmxJZWVMTHA1andsbUZORThfNzIzSEhERmZUdy1qdHg3eVJhQUJXR1JNb05R	January 25, 2017	1	Could not get it to accept microphone permissions. Every time it asked me to select permissions I did but kept giving me an error message saying to turn off my screen overlay settings...I did but still wouldn't work. Very disappointed. .wanted to use
3A6QU9xcFRPSHI4TWhvb05HSmNEaFZzVFRWRXVsNm1HcDRqM2k1OHhKT094T2JibGNLei0yUjdKb3c3WkZHYVl6MkRSZUZLM05WSGV4V2M4S3Bja0JjRUNr	January 9, 2017	5	You need to make the game like we can borrow each other's clothes but ask for permission
Z3A6QU9xcFRPRUlvOXBiQkRCeWxrVE9kbElVd1poQ0dZSlJhTnFlcklVTEJkdlFxRWtfdWRkSVQzWGppNjhrM01nZHdEUU10UzJRZGtGQjZBQl9xT3R5Umc	October 12, 2016	1	Deleted it...This app once permission for your photos :( and to record your audio
Z3A6QU9xcFRPRk9hdzJrYU82NTExV2UxNlNYNTZNcFg3eW9ycnBGNnNKWTlGT19MTGVHa1lTS0F4cTh6eDRUemQ4WFpnWUtNalJhMjJqdm9kNi0xeEhJMEE	February 19, 2016	1	Why does a GPS tracker need to know the phone number of people who call me? Review app permissions, people. I'm never using this. Too bad.
Z3A6QU9xcFRPRTg5YUJxZGdCOTR6eFlCeHlIbnM2N190VmEtUERjVWE5S3J3QlJoTEZLU0pOaW81WGd3UHRkcm9JZ0o5OFFyWElYV1hwWXZCMjJ1dW1NN0E	October 15, 2016	4	Upgrading 1 star as dev great in allowing offliners a chance to use!! Now an acct no longer needed for this to work. Awesome!! Thx, dev! I keep checking back but dev still undecided as to allowing local export/backup. This is _very_ important on so many levels. I can't use this in the end unless this is added. Too limiting when just syncing is available +for users a recipe for future disaster on so many levels. Dev, pls provide!! Great permissions, no acct needed, so looks like just bkp is missing. Thx!!
Z3A6QU9xcFRPRVJZTVJUT1pIdnp2dmlELUJvOGo2OFZ2bkhheUllVFhWZ2ljVWhqbHo0Nm1CVjhjb01SX01mamlLb053NnhCTTRUdlYwRWdLSHZSVFRJRmc	August 24, 2016	5	Simplistic, no ads., no permissions and very fundamental. Absolutely recommended! An option for sets of sets will be fabulous for planks etc.
3A6QU9xcFRPR3R0QWdaN1dkcWdBeUZsMnkzcjJsTV9IRk5PTnY5SUVuOHpHM21EMWxjd3lhcUlQYi13WTBlRnpHMFRFTmc1S2VmSzc5eXdmcFRiZkRNRGNr	January 17, 2017	3	The App itself says that permission denied ...please help or fix the bug
Z3A6QU9xcFRPR0pXUUxWWmFVUU8xa1lJTkdNeVZaeEpZbVlwMC02dGdpNXVYV2R6eWlfbFptdmM4SkdnendjWFlCRDFHUk92QVJWWXI5bVptQ1lWaHpkQ2c	November 15, 2016	1	Software should never be downloaded without my consent.
Z3A6QU9xcFRPRmc0cy1GS3BmZU85ZmlzNTNwUkJ4Q3NBSXA3RElDWUQ5ZDgwdnM0eDNoSGNxQWlabWNndHRPRmw0d0NucWItRzNEQ2FwanVQRWVHR3A4S2c	January 25, 2016	5	The old version of cyber ghost use to freeze up every time you open the app but now it gone and working with cyber ghost I don't have to worry about the hackers thank you cyber ghost for giving me security privacy and freedom wooooooooooooooooooooooooo!
Z3A6QU9xcFRPRVkyOHlobjVRWUJaTDZGZTE5SUpGV0ptQ1pZQzRybVVXdElDaU1XSUdubHBJWXI2aHNTMWROWW5TaS1JbFRZdHZHcG1mYWxVbmQ4MkQ4enc	May 19, 2016	1	God help you if you try to deny any permissions. It bugs out and you have to get creative to close the app and uninstall it.
3A6QU9xcFRPSDA2LThwMVpZc3ZsUFZEM2xDVUxUUXZER2J1QzlSSEpyRWZXVGFvYS1pRDFIY2xnMHFsbzRxSjBWazhENWNwTmZRSU5KcGlCd2Nab01Jeldr	July 7, 2016	2	This was a nice app, but the new permissions are unreasonable. I see no reason why it should be even looking at my contacts, much less altering them, and monitoring my phone activity and re-routing outgoing phone calls? No way am I going to agree to that. Change the permission requests back or lose this customer.
Z3A6QU9xcFRPRzc4X1pISm1tRmRuYWI0Ymc1RWdNckVtNUpVb3dyOUpqWWxxYUl3bHRWNDRJdGdiekthMGduYkM3cVpraW5UNG9PX1RCQlBfTGhfa3Z3dXc	December 13, 2016	2	What is mean by root access permission..? Plzz rply
Z3A6QU9xcFRPRUR3ckYtN1NNcFk2LWUyaWF3YV9McjYxZW85ZU9SMXZIdFdDYTVPMzNhekhlVVc2Y21ZLXRKeFpfNGg5OWFKVDBsY3EzOHpDdFNwZTh0bkE	March 16, 2016	1	Too many permissions.
Z3A6QU9xcFRPRTRCdGNsSUVDR0ZKZlJXQ3NuV1pLUmtWM2wtMm54MERGMWdhZEliWW5qYTlQeGNtaHUzUjhBdFBLdzh1VjBuVEp4bEdvN29hLTJQQTlBemc	September 15, 2016	1	Invasion of privacy, too much control.  Dont download it.
Z3A6QU9xcFRPRXFIblRaOXpQUmN3R3RQRkxGX3diaWsxYjVxcXcya3Q1QmFqM3F6akEtdXVKeUtxa0VfTVZLZk9OX3FtMWdDZnlGMUZ2bTlpZTc3TjdBYlE	August 4, 2016	1	Wants access to everything in permissions, won't receive verification texts. Moved on to a better app.
3A6QU9xcFRPRkd0bmpIVmp3MkxyMUJQVXBnVFpWcUNGYS1EdmxsYU9xWU83d1RhMlRrVDBYdG54QldGcFdSTzA1dUhoa0prTmpNTGFtYkRnS1lKRmdURXdZ	July 31, 2016	3	I loved this app but now after everything you do it keeps saying permissions request, about recording audio, seriously why even request to record audio. This needs fixed or I guess another great app ruined!
3A6QU9xcFRPRVJKV29oQ0RsQlJ1cHViOG54djRFV0dqTTJTNUkyc1hDdWVDSG1rVkpaUFdvOGxQUXRpdmpHVlc1ckNyeThuMjU3S2VpeHVfRFJGeFJMNl9V	June 29, 2016	2	It's unfortunate that the installer doesn't check for supported devices prior to installation and permissions. It looks cute and easy to use,  but there is an issue with device support. If you install, just realize you may need to uninstall immediately after.  The message from Line to download should also have screened for supported devices. Lazy algorithms.
Z3A6QU9xcFRPR1k3NFdBODZ3d1laLXBRdnhLa0FoaHoxSE9sRFVmWlFGdjRCMGs4TjU4aXpwTmh5eTJsREVIY2xXd2FaeGlLODJCSXJOSk1uVmkwX3NYUlE	September 20, 2016	4	An extra few seconds to view for a whole lot of privacy
Z3A6QU9xcFRPRkt6T3NrVjRHdngyUGQ3SUNUQ0QwcklObnR2NTRBcWQ5eVFiaVVqVWVGM2ViVFp1Z210NWxmTG10TmNuWkF1T1JkdDB3TTNTNkU2WjhIS3c	March 18, 2016	1	There are way too many ads .Also it will not work on android 6 and above untill U manually allow camera permission.You should fix this thing.
Z3A6QU9xcFRPRnNpTi1ZOEVNTDg4SkNLYmpTR0luYWxVM1gyRFFOOGFHdWFyd2w5UUQwRTFKeTdlSlpxVGpfRjBFUWxRX1RLMEhHQXliR1VPNWJGeUF6elE	January 22, 2017	5	Its the best only sometimes it won't grant permission from my storage very rare though
Z3A6QU9xcFRPSGhxX0xXOE1xQjFpajJtWGZ1Rm9EdVJKUklSVnBnZldiZm5SQUY4cGlyMEpVMU9OeXgwZTRvaUhCX2NRNGJRU2JMMmhBdTZUT25fU2dWRlE	May 23, 2016	3	Anyone can admin or invite in my space? No way... Need privacy settings, restricted Spaces where just the Space creator can invite others
3A6QU9xcFRPRWtOX1VmMmUyamxCQXYtVzRabFo5dE96Nlg0ekpKaUdlMGtRN3RwY3RTWjVVSEJ6OGJ1YTBhdHdBRGNTT3ExUG0tSWxfNFlFVlNJcTg5a3BN	August 26, 2016	5	That's all you need, really. It's stable, it has good features, it has a great UI,  and it doesn't require invasive and unnecessary permissions. That's honestly a lot to ask for in a flashlight app these days, and this app provides it. Props to the dev for providing it, especially for free.
Z3A6QU9xcFRPSEY3Rm52U25CZVFEZjNEc2JNdVpYZFhTXzdaMGxyQTBLdWRlaGZMTXBsTTViZkNMQlFpUDlCdnZJNE5wR1VMZUpqeXpzSHhhQ2Y2Y3R5dHc	January 28, 2016	5	Doesn't ask for unnecessary permissions and includes features beyond what I expected
Z3A6QU9xcFRPRjYxWmNIVExLdDZjazd5X1Jhb0pzVjMzdDRXUzg3WVlkYmxyVFVfdXk4a2dHLTNPaEM2MTlwREZtc2ZnZXBPVUc5ZGJCTi1OaW9lMmJzNGc	February 11, 2017	1	Why would a head set need permission to my photos and files?
Z3A6QU9xcFRPSHdnMVBNNWFSTTVVcktOemI4UWVFWFd3ems2TndvNmo5NklYOTBHQ1pkeVNNRmZOcUdOc200dEtVSTJBbnhDQ2U0RERQOEVRUFg4QTU3Y0E	March 26, 2016	1	I loved this App until yesterday when it informed me that the app makes and manages my phone calls.  Why would an app require you to allow the app to make phone calls?  I denied the permission and was told I could not access the app.
Z3A6QU9xcFRPSHZPSDBuUFVkX0FDdmZqTXJ4LWk4eWJQcjV0VDlCS3F3eS16YWtFTHdFOURQLWZHSXMtRWNya1ppWndNYUV0VDBPZ2tzdnRuRldXZk5xLUE	December 28, 2016	4	Simple, and easy to use!  Lost a star for new network permissions.
Z3A6QU9xcFRPSHVCS1BMYmptdy1HVzFuWnJ5QlNVZml6U3c2NXZ5VE9VNzgzMFBVMU1OcVlYLTA4ZFFnb1k1RVJ1NEVMelVKOGUzYVB0VERNZVBjOW5GUnc	January 15, 2017	1	It didn't let me open the app it kept on saying inadequate permissions.
Z3A6QU9xcFRPRVBZalNBTXN4REdVeTlvamp2RmJDN0F6SnZOeXFiekVDSG5oV3MtUFA5VUZJR1Z6ZzNvel9xZWNZeU9WM2ZubUwyd3ZIWWJMN3I5cEZld1E	April 8, 2016	1	This can be a gold mine of information on user habits that can be linked to people via email or facebook. This information can be bought by bigger companies and used to try to manipulate consumers just a little bit more.Some people may accept this but I dont. Just let me use the app offline, with no account required, with no  special personsal permissions . Ill even pay for it if you do! Seems like a really cool app.
3A6QU9xcFRPR0ZjSmRnYng5dHkyRGN0ZmRXbjlvQktrQTZ1Ty1SVlAtbUdfblJQdFJubW5UNUs1SWdqUkptNFFwQ0xyWEJFSlNNWnEyRkpzaUM0b01mZWNJ	September 10, 2016	1	Crashes constantly. Downloaded without my knowledge or consent. Get this junk out of here. Non-stop pop up notifications about a useless app crashing
3A6QU9xcFRPRjZaakYxTTBwbnl6SWoxaDJuZXZ6eW1aWHVWblhxZ2FRb2dXZ3hwanJVdjh4TVNHM2lyNWNFa1BRREdjRC13ZmstaHF5WXhFMEhTb1owQ0Rv	September 27, 2016	5	Set up before you travel and use offline. . How brilliant!  And no creepy permissions  either.
3A6QU9xcFRPSE8zNFFRUDU3U2pxNUxWTkhrN2tfSEFBMWJfR2t1TFRZclRfa05iRkhSU1N2NjJVODI4TVlJVlV6cWxLRVVramU2cEY1UDcwZlZZb3BrVDdZ	June 13, 2016	1	Totally rude to upload on my phone without permission and now won't uninstall. Get off my phone!!!
Z3A6QU9xcFRPRXJHc3EwZzlKVE1hSzVwcGh2QUUyd0hQazFpZEFaZzJSV25DZTFTeEVlVVdNRzV3N1pxRkNPXy1XT3dlRWg4VXloQVBzUHlJbm5KTkd1eXc	August 18, 2016	1	ليه عايزين permission للمايك؟!
3A6QU9xcFRPRTNFY2J2bEFGeUVUaHM5TEhjbEhfQXBHVm9OZGU2aWFmeVQxTFFXclc4S2N5Qno2aUlMLUhfVXBRX2RmQ3h0LUR1QXc1Zm45UllISkhNNHhF	January 26, 2017	1	Are you kidding me.  Whats with all the permissions.  Would you like to be able to place calls too?
Z3A6QU9xcFRPR0F2bHB4aXZENVFpTHZpVzJjU0hNR2tKOEowMG9yTzcwNjlyZVFoLXlUS05NSEZWdmZFaXNvMWpZbnAxR3Z4dmFER2dCQVZwY2VoQjlnM2c	February 4, 2016	3	Something broke - after I flashed my Nexus 5x to the latest Feb, 2016 (mmb29q) update, all I get with Connect installed is: Unfortunately, Connect has stopped, over & over again. Had to uninstall it. THe Fix mentioned below to enab le permissions for contacts did the trick.
Z3A6QU9xcFRPRnBmMVZ1dnpFdHVqMTZOb2t3U3Mtb1ZUNTB3NkZWZ0NSWV9Ua1N2N3FJVkxQM2dmdlFpTk43QndBbmxXeUtpb2ZOYURKaWk4TGtNVkhzSXc	March 2, 2016	1	I didn't used magzter from month today I received a SMS from bank shows that my account was debited...gold subscription by magzter without permission...its fruad company...I'm not able to delet my credit card details also..beaware of daytime robbers I'm gonna register a online fruad complaints..
Z3A6QU9xcFRPSHFIUnItU2luNzRzQzc4YWxLeW9hRF9ubXg4dFl5bkZwNF9FUTE3QjBUdFk3dWFFYTNpMGxjb1M5clpoZzUxRHYxVHY0djlXRXZzQWNYZFE	July 5, 2016	3	Had to uninstall as it blocked me allowing any permissions. Needs to be fixed. Shame. I do like the app.
Z3A6QU9xcFRPSHV6WlFEOG5va3F4a0M0cW5nUGluWkh2UDVNUGNEaEhWQVMzVTU5aVZQSzB5WUJZQmYteDFNSDNfbkF0SFp2XzVSMk1xTm9uZ1pDOFJ4UWc	December 19, 2016	1	surveillance app and threat to privacy. leave the organization if you are forced to install this
3A6QU9xcFRPRjJWTFBXYk94LWRfOS1CVzdoZ0IzblNtdUpFTlMwRjhyUGNSa1U2eHZqelBkQWpVVTFoY3V0eVVDZnhUVkxXRDdsUVV4bFZQOU5FZExsWnhz	May 28, 2016	1	this app skipped my permission to install!!!
Id=Z3A6QU9xcFRPRUt5YXZETGpPajJzR0ExUjdFdlBJemxUTkg5Q3dZVC1NZl9HdGhhNEI4YWNnTy05OVlyZGo5Y21SakhRT3hibUlUTWk0eTNnQjk3Sk9k	October 15, 2016	1	Bad UI, not obvious actions, no description to why I gave permissions to things, payment walls, account required for critical content, non persisting view loading. It is very obvious this app was made by developers that don't understand making good software experiences.
3A6QU9xcFRPRmhJTWpqdVFITmx2WXpqQ09Sek5melpiQXNpZ3RkaFNDZVpXYnlJSUNPQXVjQUtNT3JodFNFYktUUGVUdV9tVWk4OTRFOGdZc3lXb2VnWGpr	August 17, 2016	1	Installed without permissions.
Id=Z3A6QU9xcFRPSFBUNU4tWVZuT0Vxcno3THltdzV2VWhOMUlTTXU3dU8xUGc0STlYVG0wOXhaTjM4eldzdHQ2YTEydkw0bVVnczc2Z0Y2OVFTVDYzZzhj	June 28, 2016	5	Love it keeps my privacy locked
Z3A6QU9xcFRPRlFfSFhZRnR6SFI3OXlFTE10VXp4QjNWLW8zbHVkWWVqanVaNEJVS0hzb0hPYlJ2TzlDN0lQdjZ3WXphamlDTm9xVVFUUjZZck1xQ3A0emc	July 14, 2016	1	App will not work. Cannot select \allow\ when attempting to give permission for location/contacts access. Can only select \deny\.
3A6QU9xcFRPR1k1STEwbS1DcG54bnFmWUFXLW9HQ0dvZ1JwM0VTSUVXRjkyZ2xVZ1BIdGhLNFpRWmRXaG9jc1VxUHRGWGk4T1BrZ05TWUxJNnFLZWxTVnR3	April 18, 2016	5	Great to have help with all tour privacy. To keep it safe from third parties
3A6QU9xcFRPR1pkZzV1NHloNy1aOC1oMUVFUVdXSGhoaWhENW92THlMUm9YeXVQWk5vV0tfLTRNNURnZndEZVJ0S1YxbTl3M1lrajEtWFNXS1VMTjB1N1JB	October 9, 2016	5	It works. You need ROOT and give permissions. Helped me a lot.
